Nickname,Time,Location,Content,Goods,Score
天***6,2024-06-23 17:25:04,北京,"就是看中了负离子功能，不知道是不是智商税，其他品牌的还便宜些，颜值高
外观设计：好看，希望白壳以后不会变黄
档位风速：风速5挡以上开始变大
操作方式：触屏灵敏
静音效果：5挡一下没什么噪音
耗电情况：省电宝
其他特色：设计新颖
以旧换新：没有",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
能***白,2024-06-27 21:20:09,辽宁,"外观设计：外观简洁大方，虽不及小米的空气循环扇，但也非常优秀了。
档位风速：18档调节，默认9档，1档非常安静。
静音效果：噪音比较小，低档速下很安宁。
其他特色：上下摇头时会有轻微晃动，应该问题不大。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
蛋***妞,2024-05-29 13:24:59,浙江,"外观设计：天鹅就是很好看
操作方式：喊&ldquo;小艾小艾&rdquo;很方便，触碰灵敏，遥控还没拆
静音效果：几乎听不到声音，很安静。但是，语音的小艾晚上音量有点大，能调大小就好了。
其他特色：不用连网，不用搞app，通电就能语音控制，是真的适合我这懒人",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***f,2024-05-09 22:04:33,浙江,外观时尚，材质优质，手感细腻，拥有32档强大的风力，能够轻松驱散炎热，带来清凉舒爽的感觉，同时，风向可调节，实现全方位的降温效果，通过语音控制，方便实，运行时噪音低，不会影响工作或休息。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
舞***龙,2024-07-01 22:05:01,福建,空气循环扇-阵阵凉风～夏天必备、在家也要吹凉爽的风～风吹在身上就像自然风，轻柔的很舒服！广角摇头送风，台立两用，模拟自然风，如微风拂面，循环屋内空气，长时间使用也不会不舒适。强劲动力电机，稳定送风不扰人，节能又低噪，吹风距离更远更集中。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
3***r,2024-06-28 07:19:07,河北,"外观设计：挺漂亮的，白黑搭配经典不过时
档位风速：有18档风，3当以下基本没风，适合睡觉轻的人在卧室用。
操作方式：按键，遥控，语音。语音很好用，现在连遥控器都省了，地盘上有个二维码，扫码就能看哪些语音命令，离线的，安全。
静音效果：抵挡安静，高档风大
以旧换新：旧风扇换新了，抵了10%

缺点:上下摆头最低只能水平，不能朝下吹，风扇比床高，躺在床上不能直接对着吹。还有立管是塑料的，哪怕搞个薄的碳钢管子也让人心安",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***0,2024-07-04 15:05:24,上海,蛮有意思的一款电扇，语音调控风扇。深夜躺床上，只要发出指令就可调节风扇，省得为了开关风扇，调风力而要开灯起床。用下来，和老电扇比还是方便不少。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
d***r,2024-05-11 14:20:24,江苏,"这是上下左右都照顾到了
直播间说类似&ldquo;龙卷风&rdquo;
所以地面的空气流动也不用担心了",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
行***斯,2024-06-27 12:28:17,重庆,这款空气循环扇还不错，有18档风，支持语音控制和遥控器控制，5档风以下都比较轻柔！上下横向都可以扫风！不过槽点也有，语音识别很弱，声音大，遥控器控制距离短，最奇葩的是，家里电视遥控器能点亮这个风扇，经常误操作！,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
D***_,2024-06-13 13:52:52,河南,"外观设计：外观在这看起来特别的适合
档位风速：32档风量还有一款暴风特别的舒服
操作方式：语音操作特别的简单
静音效果：28档风一下就没有声音，不过开大一点的风的话还是稍微有一点音量的
耗电情况：还可以",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
3***5,2024-06-19 22:04:31,广东,家里孩子睡的上下床，普通风扇吹得了下床，上床吹不到，吹了上床，下床又太热，本来计划买多一台风扇放上床，看到这款风扇后，跟客服再三确认可以上下摆头，马上下单，当天下午就到货了，拆开用，果然没让我失望啊。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***l,2024-06-21 18:57:24,浙江,风力强劲，噪声小，外观设计美观大方，操作简单方便，性价比高，值得拥有。静音时几乎听不到声音，节能环保，负离子既净化了空气，也使人心旷神怡。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
g***g,2024-06-17 17:50:18,广东,"档位风速：有18档风力可以调节，还特设有婴儿风，睡眠风和暴风，风力调节选择还是比较多的。
操作方式：操作方式简单多样，可以语音控制，也可以遥控器遥控，还可以手动触摸屏操控。
静音效果：直流电机静音效果挺不错的。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
莫***七,2024-05-30 17:57:10,广西,家里原来也是艾美特的风扇，看朋友说循环扇好用就入了一台，语音功能不错，但是只接收固定指令，送风距离远，天气热了配着空调使用很舒服。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
豪***怀,2024-06-20 20:29:56,四川,"质量好
外观设计：漂亮
档位风速：档位多更适合不同环境
操作方式：简单
静音效果：好，20档以内几乎没声音
以旧换新：解决我后顾之忧",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
u***u,2024-05-18 16:15:41,天津,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流变频家用电风扇落地扇负离子净化空气 SRDI151，外观设计时尚美观，档位风速多，适合多种状态，操作方便，可声控、遥控和手动，静音效果不错，功率26W,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
春***宝,2024-05-26 13:37:06,广东,本款是一款高性能的家用电风扇，具有多项先进功能。它采用了黄金环减震技术，能够有效降低震动和噪音，让您享受静谧的环境。此外，该扇具有负离子净化功能，能够去除空气中的有害物质和细菌，提供清新的空气。它还配备了32档直流变频风速调节，可以根据您的需求选择合适的风速。这款扇子还具备语音控制和3D摇头功能，让您可以方便地调整风向。艾美特空气循环扇 SRDI121 是一款质量优良的电风扇，为您带来舒适的使用体验。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
j***h,2024-06-07 11:21:11,湖南,质量不错，颜色也好，大小合适，分数从1档到18档可选择比较多。10档以下基本上静音，缺点是语音控制，小艾声音太大，不能调节音量，晚上用语音有点吵,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,4
v***a,2024-06-08 11:01:56,广东,质量不错。款式比较时尚的，不怎么占地方，可以语音开关机。比较智能，风力可以调节，好用！京东发货快，隔天到 当天到都有。nice,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
A***n,2024-06-02 14:00:16,上海,"这个好的地方我觉得有3点。第一个就是语音，太方便了，适合我这个懒人，不想动，随时启动随时关。第2个就是睡眠风，可以自己慢慢降低风，非常好，省的担心后半夜凉风速太高。第三个就是非常静音，晚上睡觉小党风几乎听不到声音。所以特地来评价一下。
还有就是风挡多，之前三挡的，风太大了，这个风柔和多了。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
2***8,2024-05-24 20:26:52,北京,这款落地扇几乎零噪音，负离子净化功能，不仅循环送风，更可以空气净化卫士，有效除菌，提升空气质量。32档直流变频调节风速，满足不同需求的精准控制，还有智能语音操控和3D摇头设计，满足家庭夏日的清凉体验,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,5
干***a,2021-06-12 14:58:15,未知,连个底座都做不好 装好以后摇摇晃晃,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,1
j***）,2018-09-09 15:15:37,未知,电机噪音挺大，遥控太小不好用。东西不行，鉴定完毕。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,1
a***i,2018-07-09 08:22:55,未知,刚买的新的，装好后摆头有问题，经常摆头不动，遥控和按键都没用。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,1
t***q,2020-04-25 17:32:00,未知,"静音效果：一点也不静音
收到就是坏的，控制不了转头。懒得换了。",艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,1
6***s,2019-09-09 22:41:21,未知,不好，扇叶有框量，转动有噪音。一点也不安静。,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,1
j***9,2019-04-27 14:07:15,未知,根本不这个值钱！又小又吵又要难操作！！,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,1
j***3,2019-05-16 16:38:45,未知,风的声音大，不是静音,艾美特（AIRMATE）【白天鹅MAX】语音智能空气循环扇110cm加高18档直流家用电风扇落地扇负离子净化空气 SRDI151,1
